eudract_number,randomised,crossover,parallel_group,open,single_blind,double_blind,controlled,arms,active_comparator,placebo
2013-005118-36,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005122-33,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005124-42,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2013-005127-16,Yes,No,Yes,No,Yes,No,Yes,2+,No,No
2013-005128-40,Yes,No,Yes,No,Yes,No,Yes,2+,No,No
2013-005129-22,No,No,No,Yes,No,No,No,,No,No
2013-005130-38,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005134-38,No,No,No,Yes,No,No,No,,No,No
2013-005135-24,Yes,Yes,No,No,No,Yes,Yes,2+,No,Yes
2013-005137-20,Yes,No,No,Yes,No,No,Yes,2+,Yes,No
2013-005137-20,Yes,No,No,Yes,No,No,Yes,2+,Yes,No
2013-005137-20,Yes,No,No,Yes,No,No,Yes,2+,Yes,No
2013-005137-20,Yes,No,No,Yes,No,No,Yes,2+,Yes,No
2013-005137-20,Yes,No,No,Yes,No,No,Yes,2+,Yes,No
2013-005137-20,Yes,No,No,Yes,No,No,Yes,2+,Yes,No
2013-005137-20,Yes,No,No,Yes,No,No,Yes,2+,Yes,No
2013-005137-20,Yes,No,No,Yes,No,No,Yes,2+,Yes,No
2013-005138-39,Yes,No,No,No,No,Yes,Yes,2+,Yes,Yes
2013-005138-39,Yes,No,No,No,No,Yes,Yes,2+,Yes,Yes
2013-005155-32,No,No,No,Yes,No,No,No,,No,No
2013-005155-32,No,No,No,Yes,No,No,No,,No,No
2013-005157-75,No,No,No,Yes,No,No,No,,No,No
2013-005157-75,No,No,No,Yes,No,No,No,,No,No
2013-005157-75,No,No,No,Yes,No,No,No,,No,No
2013-005157-75,No,No,No,Yes,No,No,No,,No,No
2013-005159-34,Yes,No,Yes,No,Yes,No,Yes,2+,No,No
2013-005161-40,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,Yes
2013-005161-40,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,Yes
2013-005161-40,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,Yes
2013-005161-40,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,Yes
2013-005161-40,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,Yes
2013-005161-40,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,Yes
2013-005162-20,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,Yes
2013-005162-20,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,Yes
2013-005162-20,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,Yes
2013-005162-20,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,Yes
2013-005162-20,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,Yes
2013-005162-20,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,Yes
2013-005163-10,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,Yes
2013-005163-10,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,Yes
2013-005163-10,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,Yes
2013-005163-10,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,Yes
2013-005163-10,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,Yes
2013-005163-10,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,Yes
2013-005163-10,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,Yes
2013-005164-26,No,No,No,Yes,No,No,No,1,No,No
2013-005164-26,No,No,No,Yes,No,No,No,1,No,No
2013-005164-26,No,No,No,Yes,No,No,No,1,No,No
2013-005164-26,No,No,No,Yes,No,No,No,1,No,No
2013-005164-26,No,No,No,Yes,No,No,No,1,No,No
2013-005164-26,No,No,No,Yes,No,No,No,1,No,No
2013-005164-26,No,No,No,Yes,No,No,No,1,No,No
2013-005164-26,No,No,No,Yes,No,No,No,1,No,No
2013-005164-26,No,No,No,Yes,No,No,No,1,No,No
2013-005164-26,No,No,No,Yes,No,No,No,1,No,No
2013-005164-26,No,No,No,Yes,No,No,No,1,No,No
2013-005164-26,No,No,No,Yes,No,No,No,1,No,No
2013-005164-26,No,No,No,Yes,No,No,No,1,No,No
2013-005164-26,No,No,No,Yes,No,No,No,1,No,No
2013-005164-26,No,No,No,Yes,No,No,No,1,No,No
2013-005164-26,No,No,No,Yes,No,No,No,1,No,No
2013-005178-23,No,No,No,Yes,No,No,No,,No,No
2013-005199-17,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005201-31,Yes,No,No,No,No,Yes,Yes,2+,Yes,Yes
2013-005209-30,Yes,No,No,No,No,Yes,Yes,2+,Yes,No
2013-005212-98,No,No,No,No,No,No,No,,No,No
2013-005212-98,No,No,No,No,No,No,No,,No,No
2013-005212-98,No,No,No,No,No,No,No,2+,No,No
2013-005212-98,No,No,No,No,No,No,No,,No,No
2013-005212-98,No,No,No,No,No,No,No,,No,No
2013-005222-29,Yes,No,Yes,No,Yes,No,Yes,2+,Yes,No
2013-005222-29,Yes,No,Yes,No,Yes,No,Yes,2+,Yes,No
2013-005222-29,Yes,No,Yes,No,Yes,No,Yes,2+,Yes,No
2013-005222-29,Yes,No,Yes,No,Yes,No,Yes,2+,Yes,No
2013-005222-29,Yes,No,Yes,No,Yes,No,Yes,2+,Yes,No
2013-005222-29,Yes,No,Yes,No,Yes,No,Yes,2+,Yes,No
2013-005222-29,Yes,No,Yes,No,Yes,No,Yes,2+,Yes,No
2013-005234-37,No,No,No,Yes,No,No,No,,,
2013-005234-37,No,No,No,Yes,No,No,No,,,
2013-005234-37,No,No,No,Yes,No,No,No,,,
2013-005234-37,No,No,No,Yes,No,No,No,,,
2013-005240-28,No,No,No,No,No,No,No,,No,No
2013-005268-25,Yes,Yes,No,No,No,Yes,Yes,2+,No,Yes
2013-005268-25,Yes,Yes,No,No,No,Yes,Yes,2+,No,Yes
2013-005268-25,Yes,Yes,No,No,No,Yes,Yes,2+,No,Yes
2013-005269-37,No,No,No,Yes,No,No,No,1,No,No
2013-005274-22,No,No,Yes,Yes,No,No,No,1,No,No
2013-005274-22,No,No,Yes,Yes,No,No,No,1,No,No
2013-005282-39,Yes,No,Yes,Yes,No,No,Yes,2+,No,No
2013-005293-22,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2013-005305-31,Yes,Yes,No,Yes,No,No,Yes,2+,No,No
2013-005309-30,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2013-005310-35,No,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005311-27,No,No,No,Yes,No,No,No,1,No,No
2013-005311-27,No,No,No,Yes,No,No,No,1,No,No
2013-005311-27,No,No,No,Yes,No,No,No,1,No,No
2013-005311-27,No,No,No,Yes,No,No,No,1,No,No
2013-005311-27,No,No,No,Yes,No,No,No,1,No,No
2013-005311-27,No,No,No,Yes,No,No,No,1,No,No
2013-005311-27,No,No,No,Yes,No,No,No,1,No,No
2013-005311-27,No,No,No,Yes,No,No,No,1,No,No
2013-005319-28,Yes,No,No,No,No,Yes,Yes,2+,No,Yes
2013-005323-17,No,No,No,Yes,No,No,No,,No,No
2013-005324-41,No,No,No,Yes,No,No,No,1,No,No
2013-005324-41,No,No,No,Yes,No,No,No,1,No,No
2013-005325-23,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005326-38,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005326-38,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005327-16,Yes,No,No,Yes,No,No,Yes,2+,Yes,No
2013-005329-22,Yes,Yes,Yes,Yes,No,No,Yes,2+,No,No
2013-005333-21,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005334-37,No,No,No,Yes,No,No,Yes,1,No,No
2013-005335-25,Yes,No,Yes,Yes,No,No,Yes,2+,No,No
2013-005335-25,Yes,No,Yes,Yes,No,No,Yes,2+,No,No
2013-005335-25,Yes,No,Yes,Yes,No,No,Yes,2+,No,No
2013-005335-25,Yes,No,Yes,Yes,No,No,Yes,2+,No,No
2013-005335-25,Yes,No,Yes,Yes,No,No,Yes,2+,No,No
2013-005335-25,Yes,No,Yes,Yes,No,No,Yes,2+,No,No
2013-005336-23,Yes,No,No,No,No,Yes,Yes,2+,No,Yes
2013-005338-39,Yes,No,Yes,Yes,No,No,Yes,2+,No,No
2013-005343-82,No,No,No,Yes,No,No,No,,No,No
2013-005343-82,No,No,No,Yes,No,No,No,1,No,No
2013-005343-82,No,No,No,Yes,No,No,No,,No,No
2013-005345-36,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005346-10,Yes,Yes,No,No,No,Yes,Yes,2+,No,No
2013-005348-28,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005348-28,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005348-28,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005348-28,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005348-28,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005348-28,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005348-28,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005348-28,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005350-29,Yes,No,No,No,Yes,No,Yes,2+,No,No
2013-005355-32,No,No,No,No,No,No,No,,No,No
2013-005357-79,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005357-79,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005357-79,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005357-79,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005357-79,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005357-79,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005357-79,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005357-79,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005362-19,No,No,No,Yes,No,No,No,,No,No
2013-005363-52,Yes,No,Yes,No,No,Yes,Yes,2+,No,No
2013-005364-26,Yes,No,No,Yes,No,No,Yes,2+,Yes,No
2013-005365-39,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2013-005366-19,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005366-19,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005366-19,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005366-19,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005366-19,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005366-19,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005366-19,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005368-24,No,No,No,Yes,No,No,Yes,1,Yes,No
2013-005371-40,No,No,No,No,Yes,No,Yes,1,No,No
2013-005373-43,Yes,No,No,Yes,No,No,Yes,2+,No,Yes
2013-005373-43,Yes,No,No,Yes,No,No,Yes,2+,No,Yes
2013-005373-43,Yes,No,No,Yes,No,No,Yes,2+,No,Yes
2013-005373-43,Yes,No,No,Yes,No,No,Yes,2+,No,Yes
2013-005373-43,Yes,No,No,Yes,No,No,Yes,2+,No,Yes
2013-005376-17,No,No,No,Yes,No,No,No,,No,No
2013-005381-19,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005384-66,Yes,No,No,Yes,No,No,No,,No,No
2013-005387-25,No,No,No,No,Yes,No,Yes,2+,Yes,No
2013-005391-17,No,No,No,Yes,No,No,No,,No,No
2013-005393-22,Yes,Yes,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005393-22,Yes,Yes,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005394-45,No,No,No,Yes,No,No,Yes,1,Yes,No
2013-005395-18,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005398-32,Yes,No,No,No,No,Yes,Yes,2+,No,Yes
2013-005399-16,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2013-005402-65,No,No,No,Yes,No,No,No,,No,No
2013-005406-54,Yes,No,No,Yes,No,No,Yes,2+,Yes,No
2013-005406-54,Yes,No,No,Yes,No,No,Yes,2+,Yes,No
2013-005412-10,No,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005412-10,No,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005412-10,No,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005412-10,No,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005412-10,No,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005412-10,No,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005412-10,No,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005412-10,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005412-10,No,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005412-10,No,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005415-26,Yes,No,No,Yes,No,No,No,,No,No
2013-005417-13,No,No,No,Yes,No,No,No,,No,No
2013-005418-37,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005418-37,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005420-42,Yes,No,Yes,Yes,No,No,Yes,2+,No,No
2013-005426-30,Yes,No,No,No,Yes,No,Yes,2+,Yes,No
2013-005427-16,No,No,No,Yes,No,No,No,,No,No
2013-005427-16,No,No,No,Yes,No,No,No,,No,No
2013-005427-16,No,No,No,Yes,No,No,No,,No,No
2013-005427-16,No,No,No,Yes,No,No,No,,No,No
2013-005427-16,No,No,No,Yes,No,No,No,,No,No
2013-005427-16,No,No,No,Yes,No,No,No,,No,No
2013-005427-16,No,No,No,Yes,No,No,No,,No,No
2013-005427-16,No,No,No,No,No,No,No,,No,No
2013-005427-16,No,No,No,Yes,No,No,No,,No,No
2013-005428-41,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005428-41,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005429-21,Yes,No,Yes,No,No,Yes,Yes,2+,No,No
2013-005429-21,Yes,No,Yes,No,No,Yes,Yes,2+,No,No
2013-005429-21,Yes,No,Yes,No,No,Yes,Yes,2+,No,No
2013-005429-21,Yes,No,Yes,No,No,Yes,Yes,2+,No,No
2013-005430-37,Yes,No,No,No,Yes,No,Yes,,No,Yes
2013-005435-24,Yes,No,No,Yes,No,No,No,2+,No,No
2013-005438-39,Yes,No,No,Yes,No,No,Yes,2+,No,No
2013-005439-26,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005445-37,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005446-11,No,No,No,Yes,No,No,No,,No,No
2013-005449-35,,,,,,,No,,,
2013-005449-35,,,,,,,No,,,
2013-005449-35,,,,,,,No,,,
2013-005449-35,,,,,,,No,,,
2013-005449-35,,,,,,,No,,,
2013-005451-32,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005451-32,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005451-32,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005452-15,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005452-15,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005452-15,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005452-15,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005452-15,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005453-76,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005453-76,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005453-76,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005453-76,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005453-76,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005454-30,No,No,No,Yes,No,No,No,2+,No,No
2013-005454-30,No,No,No,Yes,No,No,No,2+,No,No
2013-005454-30,No,No,No,Yes,No,No,No,2+,No,No
2013-005454-30,No,No,No,Yes,No,No,No,2+,No,No
2013-005454-30,No,No,No,Yes,No,No,No,2+,No,No
2013-005454-30,No,No,No,Yes,No,No,No,2+,No,No
2013-005454-30,No,No,No,Yes,No,No,No,2+,No,No
2013-005454-30,No,No,No,Yes,No,No,No,2+,No,No
2013-005454-30,No,No,No,Yes,No,No,No,2+,No,No
2013-005454-30,No,No,No,Yes,No,No,No,2+,No,No
2013-005454-30,No,No,No,Yes,No,No,No,2+,No,No
2013-005454-30,No,No,No,Yes,No,No,No,2+,No,No
2013-005454-30,No,No,No,Yes,No,No,No,2+,No,No
2013-005454-30,No,No,No,Yes,No,No,No,2+,No,No
2013-005454-30,No,No,No,Yes,No,No,No,2+,No,No
2013-005454-30,No,No,No,Yes,No,No,No,2+,No,No
2013-005454-30,No,No,No,Yes,No,No,No,2+,No,No
2013-005454-30,No,No,No,Yes,No,No,No,2+,No,No
2013-005454-30,No,No,No,Yes,No,No,No,2+,No,No
2013-005454-30,No,No,No,Yes,No,No,No,2+,No,No
2013-005455-32,No,No,No,Yes,No,No,No,2+,No,No
2013-005456-15,No,No,No,Yes,No,No,No,1,No,No
2013-005456-15,No,No,No,Yes,No,No,No,1,No,No
2013-005456-15,No,No,No,Yes,No,No,No,1,No,No
2013-005464-25,No,No,No,Yes,No,No,No,1,No,No
2013-005464-25,No,No,No,Yes,No,No,No,1,No,No
2013-005464-25,No,No,No,Yes,No,No,No,1,No,No
2013-005464-25,No,No,No,Yes,No,No,No,1,No,No
2013-005464-25,No,No,No,Yes,No,No,No,1,No,No
2013-005464-25,No,No,No,Yes,No,No,No,1,No,No
2013-005464-25,No,No,No,Yes,No,No,No,1,No,No
2013-005464-25,No,No,No,Yes,No,No,No,1,No,No
2013-005464-25,No,No,No,Yes,No,No,No,1,No,No
2013-005464-25,No,No,No,Yes,No,No,No,1,No,No
2013-005466-19,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005471-40,Yes,No,No,No,No,No,Yes,2+,Yes,No
2013-005473-52,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005475-41,No,No,No,No,Yes,No,Yes,2+,No,No
2013-005478-22,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005478-22,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005478-22,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005478-22,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005478-22,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005479-42,No,No,No,Yes,No,No,No,,No,No
2013-005481-19,No,No,No,Yes,No,No,No,,No,No
2013-005483-25,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2013-005483-25,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2013-005485-19,No,No,No,Yes,No,No,No,1,No,No
2013-005486-39,No,No,No,Yes,No,No,No,1,No,No
2013-005486-39,No,No,No,Yes,No,No,No,1,No,No
2013-005486-39,No,No,No,Yes,No,No,No,1,No,No
2013-005486-39,No,No,No,Yes,No,No,No,1,No,No
2013-005486-39,No,No,No,Yes,No,No,No,1,No,No
2013-005487-26,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,Yes
2013-005487-26,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,Yes
2013-005487-26,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,Yes
2013-005487-26,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,Yes
2013-005489-20,,,,,,,No,,No,No
2013-005489-20,,,,,,,No,,No,No
2013-005489-20,,,,,,,No,,No,No
2013-005489-20,,,,,,,No,,No,No
2013-005489-20,,,,,,,No,,No,No
2013-005489-20,,,,,,,No,,No,No
2013-005489-20,,,,,,,No,,No,No
2013-005489-20,,,,,,,No,,No,No
2013-005489-20,,,,,,,No,,No,No
2013-005494-53,No,No,No,No,No,No,No,,No,No
2013-005499-16,No,No,No,Yes,No,No,No,,No,No
2013-005500-33,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2013-005500-33,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2013-005500-33,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2013-005500-33,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2013-005500-33,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2013-005500-33,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2013-005500-33,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2013-005503-13,Yes,No,Yes,No,Yes,No,Yes,2+,Yes,No
2013-005504-34,Yes,No,Yes,Yes,No,No,Yes,2+,No,No
2013-005506-56,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2013-005506-56,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2013-005508-33,Yes,No,No,Yes,No,No,Yes,2+,Yes,No
2013-005508-33,Yes,No,No,Yes,No,No,Yes,2+,Yes,No
2013-005508-33,Yes,No,No,Yes,No,No,Yes,2+,Yes,No
2013-005508-33,Yes,No,No,Yes,No,No,Yes,2+,Yes,No
2013-005508-33,Yes,No,No,Yes,No,No,Yes,2+,Yes,No
2013-005509-29,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005512-10,No,No,No,Yes,No,No,No,1,No,No
2013-005512-10,No,No,No,No,No,No,No,1,No,No
2013-005512-10,No,No,No,Yes,No,No,No,1,No,No
2013-005512-10,No,No,No,Yes,No,No,No,1,No,No
2013-005512-10,No,No,No,Yes,No,No,No,1,No,No
2013-005512-10,No,No,No,Yes,No,No,No,1,No,No
2013-005512-10,No,No,No,No,No,No,No,1,No,No
2013-005512-10,No,No,No,Yes,No,No,No,1,No,No
2013-005512-10,No,No,No,Yes,No,No,No,1,No,No
2013-005512-10,No,No,No,Yes,No,No,No,1,No,No
2013-005520-42,Yes,No,No,No,No,No,Yes,1,No,Yes
2013-005521-23,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005524-42,Yes,No,No,No,No,Yes,Yes,2+,No,Yes
2013-005525-23,Yes,No,No,Yes,No,No,No,2+,No,No
2013-005525-23,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2013-005525-23,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2013-005525-23,Yes,No,Yes,Yes,No,No,No,2+,No,No
2013-005525-23,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2013-005525-23,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2013-005525-23,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2013-005525-23,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2013-005525-23,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2013-005528-40,Yes,No,No,No,No,Yes,Yes,2+,No,No
2013-005528-40,Yes,No,No,No,No,Yes,Yes,2+,No,No
2013-005529-22,No,No,No,No,No,No,No,,No,No
2013-005532-23,No,No,No,Yes,No,No,No,,,
2013-005532-23,No,No,No,Yes,No,No,No,,,
2013-005532-23,No,No,No,Yes,No,No,No,,,
2013-005533-20,Yes,No,Yes,No,Yes,No,Yes,2+,Yes,No
2013-005533-20,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2013-005534-38,No,No,No,Yes,No,No,No,2+,No,No
2013-005534-38,No,No,No,Yes,No,No,No,2+,No,No
2013-005534-38,No,No,No,Yes,No,No,No,2+,No,No
2013-005534-38,No,No,No,Yes,No,No,No,2+,No,No
2013-005534-38,No,No,No,Yes,No,No,No,2+,No,No
2013-005534-38,No,No,No,Yes,No,No,No,2+,No,No
2013-005535-24,Yes,No,No,No,No,Yes,Yes,2+,No,Yes
2013-005535-24,Yes,No,No,No,No,Yes,Yes,2+,No,Yes
2013-005535-24,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005536-17,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005540-28,No,No,No,No,No,No,No,,No,No
2013-005541-36,No,No,No,Yes,No,No,No,,No,No
2013-005541-36,No,No,No,Yes,No,No,No,,No,No
2013-005541-36,No,No,No,Yes,No,No,No,,No,No
2013-005542-11,Yes,No,No,No,No,Yes,Yes,2+,Yes,No
2013-005542-11,Yes,No,No,No,No,Yes,Yes,2+,Yes,No
2013-005542-11,Yes,No,No,No,No,Yes,Yes,2+,Yes,No
2013-005542-11,Yes,No,No,No,No,Yes,Yes,2+,Yes,No
2013-005542-11,Yes,No,No,No,No,Yes,Yes,2+,Yes,No
2013-005542-11,Yes,No,No,No,No,Yes,Yes,2+,Yes,No
2013-005542-11,Yes,No,No,No,No,Yes,Yes,2+,Yes,No
2013-005542-11,Yes,No,No,No,No,Yes,Yes,2+,Yes,No
2013-005542-11,Yes,No,No,No,No,Yes,Yes,2+,Yes,No
2013-005543-90,Yes,No,No,No,No,Yes,Yes,2+,Yes,No
2013-005543-90,Yes,No,No,No,No,Yes,Yes,2+,Yes,No
2013-005543-90,Yes,No,No,No,No,Yes,Yes,2+,Yes,No
2013-005543-90,Yes,No,No,No,No,Yes,Yes,2+,Yes,No
2013-005543-90,Yes,No,No,No,No,Yes,Yes,2+,Yes,No
2013-005545-37,No,No,No,Yes,No,No,No,1,No,No
2013-005546-11,No,No,No,Yes,No,No,No,,No,No
2013-005548-27,No,No,No,Yes,No,No,No,1,No,No
2013-005548-27,No,No,No,Yes,No,No,No,1,No,No
2013-005549-35,Yes,No,No,Yes,No,No,Yes,2+,No,No
2013-005550-30,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005550-30,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005550-30,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005550-30,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005550-30,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005551-32,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005551-32,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005551-32,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005551-32,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005552-15,No,No,No,Yes,No,No,No,1,No,No
2013-005552-15,No,No,No,Yes,No,No,No,1,No,No
2013-005552-15,No,No,No,Yes,No,No,No,1,No,No
2013-005552-15,No,No,No,Yes,No,No,No,1,No,No
2013-005552-15,No,No,No,Yes,No,No,No,1,No,No
2013-005552-15,No,No,No,Yes,No,No,No,1,No,No
2013-005552-15,No,No,No,Yes,No,No,No,1,No,No
2013-005552-15,No,No,No,Yes,No,No,No,1,No,No
2013-005552-15,No,No,No,Yes,No,No,No,1,No,No
2013-005557-73,No,No,No,Yes,No,No,No,1,,
2013-005557-73,No,No,No,Yes,No,No,No,1,,
2013-005557-73,No,No,No,Yes,No,No,No,1,,
2013-005557-73,No,No,No,Yes,No,No,No,1,,
2013-005557-73,No,No,No,Yes,No,No,No,1,,
2013-005558-31,,,,,,,No,1,No,No
2013-005558-31,No,No,No,Yes,No,No,No,1,No,No
2013-005558-31,No,No,No,Yes,No,No,No,1,No,No
2013-005558-31,No,No,No,Yes,No,No,No,1,No,No
2013-005558-31,No,No,No,Yes,No,No,No,1,No,No
2013-005559-34,Yes,No,Yes,Yes,No,No,Yes,2+,No,No
2013-005559-34,Yes,No,Yes,Yes,No,No,Yes,2+,No,No
